cliente_id,data_compra,valor
391,2025-09-20,527.77
391,2025-08-30,337.87
391,2025-06-24,561.67
392,2026-04-25,332.4
392,2026-03-20,133.73
392,2025-09-10,167.95
392,2025-08-09,177.65
392,2025-07-18,634.37
392,2025-06-06,233.53
392,2025-04-16,294.23
393,2026-04-26,74.44
393,2026-04-20,273.41
393,2025-09-13,356.72
394,2026-06-08,153.34
394,2026-05-25,132.02
394,2026-05-21,309.12
394,2026-04-19,614.3
394,2026-04-14,188.76
394,2026-04-14,214.1
394,2026-03-28,109.29
394,2026-03-15,427.21
395,2026-04-01,423.03
395,2026-03-13,205.23
395,2025-11-29,619.76
395,2025-11-21,222.76
395,2025-10-08,252.91
395,2025-10-03,628.81
395,2025-09-11,145.48
395,2025-07-03,858.34
395,2025-06-21,338.45
395,2025-05-27,509.19
396,2025-10-06,235.93
396,2025-06-03,131.5
396,2025-05-03,201.31
396,2025-04-20,445.38
397,2025-11-27,427.66
397,2025-03-19,209.93
397,2024-11-11,164.0
398,2026-03-17,533.05
398,2026-03-13,636.81
398,2026-02-06,435.9
398,2026-01-07,199.02
398,2025-12-27,91.07
398,2025-12-03,362.92
398,2025-11-24,435.39
398,2025-10-26,571.76
398,2025-10-22,437.07
398,2025-09-12,335.66
398,2025-08-13,375.07
398,2025-08-01,133.32
398,2025-07-31,461.08
399,2026-05-01,376.14
399,2026-03-25,68.7
399,2026-01-26,120.61
400,2026-06-15,182.08
400,2026-02-18,575.74
400,2025-12-22,180.84
400,2025-10-22,265.75
401,2026-05-21,568.11
401,2026-04-17,354.89
401,2025-10-24,110.75
401,2025-10-06,245.09
401,2025-07-20,68.08
401,2025-07-11,261.56
401,2025-05-11,246.89
401,2025-03-20,156.14
402,2025-04-19,209.55
402,2025-03-23,94.31
402,2025-03-11,35.4
402,2025-02-25,303.47
402,2025-02-20,211.78
402,2024-08-07,163.69
402,2024-07-27,195.28
403,2026-03-22,201.73
403,2026-02-14,157.87
403,2025-10-26,221.55
404,2026-03-30,461.41
404,2026-03-06,230.63
404,2026-02-09,300.73
404,2025-10-28,333.97
404,2025-10-08,84.04
404,2025-10-02,178.14
404,2025-09-05,255.48
404,2025-09-01,303.25
405,2026-05-06,345.25
405,2026-03-29,688.24
405,2026-02-28,301.75
405,2026-02-09,472.25
406,2025-06-28,121.47
406,2024-10-28,261.82
407,2025-06-09,115.51
408,2026-04-06,79.87
409,2026-05-31,338.47
409,2026-05-24,451.5
409,2026-04-02,260.06
409,2026-03-29,277.41
409,2026-02-01,244.07
409,2026-01-23,827.15
409,2026-01-17,386.85
409,2025-12-21,162.39
409,2025-11-21,519.48
409,2025-11-09,502.22
409,2025-11-08,1045.1
409,2025-09-23,838.34
409,2025-08-27,365.15
410,2025-03-07,316.72
410,2024-12-17,123.33
410,2024-12-04,99.07
411,2025-09-18,290.45
411,2025-08-09,171.0
411,2025-07-27,357.73
411,2025-07-17,312.05
411,2025-07-05,347.81
411,2025-07-02,247.3
412,2026-03-07,607.69
412,2025-12-13,257.52
412,2025-09-18,376.04
413,2025-04-12,288.39
413,2025-02-13,218.32
413,2024-11-12,404.77
414,2025-08-22,168.88
414,2025-08-09,286.08
414,2025-05-01,361.59
414,2025-04-26,260.42
414,2025-02-08,143.68
414,2025-01-30,522.61
415,2026-04-23,311.79
415,2026-04-16,154.34
415,2026-04-08,246.98
415,2026-03-30,314.01
415,2026-03-26,292.45
415,2026-03-22,901.83
415,2026-03-11,370.88
415,2026-02-13,325.34
415,2026-02-11,179.76
415,2026-02-04,237.49
415,2026-01-30,516.0
415,2026-01-28,536.23
416,2026-04-08,133.67
416,2025-04-10,299.25
417,2026-04-10,355.09
417,2026-03-20,451.29
417,2026-03-18,511.27
417,2026-03-01,537.74
417,2026-02-15,179.05
417,2026-01-04,491.12
417,2025-11-26,190.99
417,2025-11-25,278.04
418,2026-02-19,237.45
418,2025-11-21,403.71
419,2026-01-13,231.7
419,2025-11-01,216.84
419,2025-07-05,376.53
419,2025-04-18,292.46
419,2024-10-06,146.63
420,2025-02-24,148.26
421,2025-02-11,167.75
422,2026-05-15,588.13
422,2026-04-13,822.04
422,2026-02-02,133.6
422,2026-01-28,494.89
422,2026-01-12,438.7
422,2026-01-07,240.77
422,2025-12-30,829.14
422,2025-12-11,234.91
422,2025-12-08,113.83
422,2025-11-06,328.51
423,2026-06-08,204.33
423,2026-06-08,316.43
424,2025-05-29,602.6
424,2025-04-21,349.41
424,2025-03-27,203.98
424,2025-02-17,74.5
425,2026-01-04,444.44
425,2025-12-20,314.54
425,2025-11-07,107.17
425,2025-10-21,291.33
425,2025-10-20,1275.29
426,2025-09-16,395.65
426,2025-08-26,222.76
427,2025-09-08,637.22
427,2025-08-27,188.46
427,2025-07-07,508.45
428,2025-08-16,307.48
428,2025-08-09,258.37
428,2024-11-12,233.74
429,2026-05-06,371.42
429,2025-11-24,460.36
430,2025-10-26,272.08
430,2025-08-07,270.66
430,2025-01-08,244.01
431,2026-04-22,551.04
431,2026-02-23,154.38
431,2026-02-17,132.26
431,2026-01-09,514.33
431,2025-12-04,923.84
431,2025-11-18,191.18
431,2025-11-07,193.99
431,2025-08-31,967.02
431,2025-07-23,340.88
431,2025-07-04,199.61
431,2025-06-09,376.53
431,2025-05-16,485.86
431,2025-02-25,372.95
432,2026-04-17,132.37
432,2026-04-03,80.38
432,2026-03-15,266.98
433,2026-01-26,333.36
433,2026-01-15,205.77
433,2026-01-12,329.38
433,2026-01-09,41.1
433,2026-01-06,663.67
433,2025-12-31,227.11
433,2025-12-23,334.02
434,2026-01-28,277.43
434,2026-01-22,121.52
434,2025-12-26,243.46
434,2025-10-06,244.5
434,2025-08-01,351.72
434,2025-07-24,315.37
434,2025-05-03,859.59
434,2025-04-16,1152.14
435,2026-03-13,397.23
435,2026-01-22,423.74
435,2026-01-18,490.48
435,2026-01-06,121.3
435,2025-12-24,514.24
435,2025-12-23,508.83
435,2025-12-13,209.13
436,2026-05-28,234.63
436,2026-05-13,121.41
436,2026-04-23,263.47
436,2026-03-21,378.75
436,2026-03-15,507.74
436,2026-03-14,128.12
436,2026-02-14,236.33
436,2026-01-28,414.47
436,2026-01-06,352.84
436,2025-12-10,237.13
436,2025-12-07,441.97
437,2025-12-06,441.65
437,2025-08-09,519.19
437,2025-07-18,617.76
437,2025-01-15,253.4
437,2024-11-04,410.14
438,2026-05-08,186.14
438,2026-04-25,177.72
439,2025-11-26,484.2
439,2025-07-15,534.68
439,2025-07-05,633.14
439,2025-05-25,484.95
439,2025-05-08,176.23
439,2024-12-21,382.62
439,2024-12-20,339.17
440,2026-06-02,361.3
440,2026-05-24,456.62
440,2026-05-03,486.21
440,2026-04-27,434.59
440,2026-03-10,194.46
440,2026-01-22,618.6
440,2025-12-12,1261.95
440,2025-12-02,418.82
440,2025-11-27,494.73
440,2025-11-19,796.57
440,2025-10-10,237.49
440,2025-10-05,193.55
440,2025-07-25,279.13
440,2025-06-11,134.39
440,2025-05-07,555.38
441,2026-01-28,199.03
441,2025-06-16,233.94
441,2025-05-26,349.64
441,2025-04-28,446.07
441,2025-04-11,552.71
441,2025-02-20,93.11
442,2025-10-19,385.99
443,2026-05-19,341.0
443,2026-05-03,1061.05
443,2026-04-29,459.05
443,2026-04-08,218.07
443,2026-04-06,407.65
443,2026-04-01,1119.7
443,2026-03-15,730.43
443,2026-03-09,601.98
443,2026-02-28,551.62
443,2026-02-20,916.54
443,2026-01-21,394.68
443,2026-01-18,929.58
443,2025-12-26,595.38
443,2025-12-06,694.76
443,2025-11-18,505.16
444,2025-12-03,240.61
444,2025-12-02,183.74
444,2025-11-30,127.69
444,2025-11-25,246.09
444,2025-11-22,346.73
444,2025-11-19,374.4
445,2025-12-17,264.08
445,2025-12-10,247.11
445,2025-10-13,313.0
445,2025-09-22,272.93
445,2025-09-14,117.17
445,2025-08-16,165.21
446,2026-05-17,785.31
446,2026-05-08,1358.86
446,2026-04-08,463.08
446,2026-04-08,296.47
446,2026-04-04,95.03
446,2026-03-30,439.18
446,2026-03-04,818.45
446,2026-03-03,341.43
446,2026-02-14,222.22
446,2026-02-10,918.36
446,2025-12-22,145.85
446,2025-11-21,384.72
446,2025-11-19,185.84
446,2025-10-22,911.05
446,2025-10-15,953.73
447,2025-01-12,106.22
448,2026-05-27,530.98
448,2026-05-10,136.93
448,2026-04-09,770.29
448,2026-03-29,153.39
448,2026-03-21,503.18
448,2026-03-18,414.6
448,2026-03-17,234.43
448,2026-03-14,279.09
448,2026-01-19,521.44
448,2025-12-28,263.54
448,2025-12-22,260.91
448,2025-12-16,896.33
449,2026-05-15,364.14
449,2026-05-04,482.47
449,2026-04-14,800.61
449,2026-03-29,211.38
449,2026-03-07,752.59
449,2026-03-04,660.12
449,2026-01-10,367.7
449,2025-11-07,221.73
449,2025-10-24,735.38
449,2025-09-22,483.16
449,2025-09-19,315.06
450,2026-06-21,459.76
450,2026-06-11,221.61
450,2026-06-04,260.42
450,2026-05-29,187.56
450,2026-05-17,146.97
450,2026-05-13,518.45
450,2026-05-02,182.99
450,2026-04-23,408.08
451,2025-03-12,164.67
452,2026-03-21,287.34
452,2026-02-05,138.96
453,2025-10-29,635.56
453,2025-05-03,504.94
453,2025-02-21,557.82
454,2026-01-31,361.74
454,2026-01-24,397.91
454,2026-01-22,235.79
454,2026-01-11,246.29
455,2026-02-28,641.31
455,2026-01-20,298.37
455,2026-01-05,249.42
455,2025-10-17,390.93
455,2025-08-14,212.84
455,2025-06-25,194.31
456,2026-06-06,303.42
456,2026-05-29,276.52
456,2026-05-15,123.61
456,2026-05-15,212.76
456,2026-05-07,402.11
456,2026-04-01,530.15
457,2026-02-27,143.19
458,2025-03-27,307.01
459,2026-04-23,633.23
459,2026-04-22,323.8
459,2026-04-06,471.07
459,2026-03-30,291.89
459,2026-03-27,364.84
459,2026-03-14,74.46
459,2026-03-03,225.74
460,2025-07-12,355.67
460,2025-06-21,138.49
460,2025-06-03,616.36
460,2025-03-26,625.3
460,2025-02-16,468.86
461,2026-04-22,467.07
461,2026-04-03,361.91
461,2026-03-23,128.55
461,2025-09-07,204.05
461,2025-07-10,114.59
461,2025-03-06,53.48
462,2026-02-12,267.75
462,2026-01-21,420.24
463,2026-03-07,358.57
463,2026-01-07,75.5
463,2025-12-20,571.25
463,2025-11-25,192.28
463,2025-08-19,143.54
464,2026-03-05,191.67
464,2026-01-21,176.9
464,2025-12-05,72.78
465,2026-02-11,294.74
465,2026-01-08,216.59
465,2025-12-25,170.87
465,2025-12-17,245.28
466,2026-05-12,473.05
466,2026-02-27,495.44
466,2026-01-05,170.34
466,2025-10-20,107.89
466,2025-07-22,432.35
466,2025-06-04,231.26
467,2025-01-23,330.44
467,2024-09-14,390.42
468,2026-02-24,264.03
468,2025-12-19,354.38
468,2025-12-16,438.85
469,2026-02-24,785.57
469,2026-01-17,681.04
469,2026-01-14,423.89
469,2025-10-29,1090.59
469,2025-08-08,249.79
469,2025-07-28,110.95
469,2025-07-15,640.44
469,2025-07-02,132.14
469,2025-05-09,385.64
469,2025-03-14,525.93
469,2025-02-26,563.4
470,2026-01-10,141.11
470,2025-11-19,90.4
470,2025-06-05,167.12
470,2024-10-11,349.99
471,2026-03-24,120.83
471,2026-03-16,308.17
471,2026-01-23,123.89
471,2025-11-30,354.79
471,2025-10-24,311.55
471,2025-10-04,727.24
471,2025-09-26,648.16
472,2025-06-24,97.7
472,2025-05-26,250.96
472,2025-02-14,251.33
473,2026-03-26,144.28
473,2025-08-22,514.11
473,2025-08-14,222.23
473,2025-04-28,224.6
474,2026-05-25,245.66
474,2026-04-29,142.96
474,2026-03-26,276.14
474,2026-03-16,676.65
474,2026-02-12,920.03
474,2026-01-28,266.68
474,2026-01-09,478.78
474,2025-11-30,168.09
474,2025-11-28,921.47
474,2025-11-27,550.14
474,2025-11-13,696.11
474,2025-10-24,190.2
474,2025-10-11,425.64
474,2025-10-07,350.49
474,2025-08-11,419.77
474,2025-07-08,479.78
474,2025-06-04,475.05
474,2025-05-23,1268.11
474,2025-05-19,189.75
474,2025-05-15,734.11
475,2026-05-07,301.75
475,2026-03-09,160.55
475,2025-04-08,261.25
475,2025-01-10,350.07
475,2024-12-29,392.65
475,2024-11-18,532.0
476,2026-04-14,205.01
476,2026-04-13,183.52
476,2026-04-13,37.09
476,2026-04-12,180.57
477,2026-04-12,133.87
477,2026-02-13,722.52
477,2026-01-07,673.89
477,2025-12-14,224.9
477,2025-11-18,245.94
477,2025-11-07,269.69
478,2026-03-26,316.54
478,2026-02-28,372.39
479,2025-06-20,126.13
480,2026-03-19,250.45
480,2026-01-12,351.49
480,2026-01-04,96.32
480,2025-09-05,465.49
480,2025-08-29,876.3
480,2025-06-11,270.11
480,2025-05-16,430.51
480,2025-05-04,786.81
480,2024-11-30,131.89
481,2026-04-03,173.81
481,2026-03-15,346.76
481,2026-02-12,71.22
481,2026-01-01,226.53
481,2025-12-20,187.22
481,2025-11-30,597.13
481,2025-09-14,380.3
481,2025-09-02,385.76
481,2025-08-15,250.8
482,2025-01-06,102.48
482,2025-01-03,191.66
482,2024-12-30,198.46
483,2025-11-21,267.55
483,2024-12-04,271.59
484,2026-05-16,530.78
485,2025-07-07,133.4
485,2025-04-01,131.49
486,2026-05-10,408.63
486,2026-05-06,919.53
486,2026-04-28,666.19
486,2026-04-25,702.77
486,2026-04-15,644.57
486,2026-04-09,571.42
486,2026-03-17,226.82
486,2026-03-14,609.15
486,2026-02-09,385.1
486,2026-02-09,259.39
486,2026-02-06,538.41
486,2026-01-08,789.2
486,2025-12-25,453.53
486,2025-11-24,231.81
487,2026-03-26,743.46
487,2026-03-20,451.56
487,2026-02-25,371.94
487,2026-01-07,433.8
487,2025-12-30,188.07
487,2025-11-04,450.76
487,2025-10-06,243.79
487,2025-09-25,185.22
487,2025-05-21,214.55
487,2025-04-03,116.83
487,2025-01-17,177.59
487,2024-12-29,824.3
487,2024-10-22,254.64
488,2026-06-14,595.25
488,2026-06-14,627.41
488,2026-06-10,872.25
488,2026-05-27,595.69
488,2026-05-25,434.04
488,2026-05-10,271.86
488,2026-05-05,251.2
488,2026-05-03,229.32
488,2026-05-02,802.2
488,2026-05-01,1308.65
488,2026-04-29,309.41
488,2026-04-25,580.55
488,2026-04-20,214.49
488,2026-04-13,432.44
488,2026-04-12,960.33
488,2026-04-12,663.33
488,2026-04-08,1669.05
489,2026-04-21,824.73
489,2026-03-06,306.77
489,2026-02-08,1105.29
489,2026-01-10,229.07
489,2025-12-19,642.95
489,2025-12-14,1006.87
489,2025-08-26,424.75
489,2025-06-09,224.15
489,2025-05-30,550.15
489,2025-05-28,965.41
489,2025-05-20,253.4
489,2025-05-02,554.88
489,2025-04-08,1037.97
490,2026-05-22,206.02
490,2026-03-16,119.0
490,2026-02-06,194.37
490,2026-01-20,173.32
491,2025-10-04,613.43
491,2024-12-09,314.84
491,2024-11-25,153.3
491,2024-11-21,550.42
492,2026-05-16,684.7
492,2026-05-16,597.64
492,2026-05-14,369.31
492,2026-05-10,350.96
492,2026-05-07,688.08
492,2026-05-07,593.36
492,2026-03-26,503.55
492,2026-03-22,182.03
492,2026-03-19,607.12
492,2026-03-14,292.54
492,2026-03-10,833.07
492,2026-03-08,587.76
492,2026-02-02,644.46
492,2026-01-24,85.28
492,2026-01-17,373.69
492,2026-01-12,318.86
493,2026-03-07,368.04
493,2025-01-09,293.27
494,2025-11-08,153.8
494,2025-10-24,446.02
494,2025-07-15,209.99
494,2025-07-14,221.88
494,2025-07-01,493.94
495,2026-01-27,522.55
495,2025-11-22,180.76
495,2025-08-14,132.48
496,2026-06-02,206.94
496,2026-05-20,90.92
496,2026-05-17,167.23
496,2026-05-01,163.76
496,2026-03-26,104.8
497,2026-02-07,452.57
498,2025-06-14,141.07
498,2025-05-21,41.6
499,2026-01-09,247.22
499,2025-12-13,213.96
500,2025-08-01,149.17
500,2025-05-26,188.29
500,2025-05-24,262.08
501,2025-12-28,104.08
501,2025-12-05,178.94
502,2025-10-21,71.42
503,2025-09-13,83.8
504,2026-02-06,289.79
504,2026-01-31,212.11
504,2025-12-09,178.62
504,2025-11-14,312.86
504,2025-09-09,162.39
504,2025-09-05,159.37
505,2026-05-17,463.44
505,2026-05-17,674.08
505,2026-05-17,185.42
505,2026-05-16,394.48
505,2026-05-16,217.56
505,2026-05-15,382.07
505,2026-05-14,628.52
505,2026-05-14,303.52
505,2026-05-14,726.11
505,2026-05-13,502.79
505,2026-05-13,591.42
505,2026-05-12,232.38
505,2026-05-12,610.38
505,2026-05-12,467.28
506,2025-09-02,131.79
506,2025-02-17,306.58
506,2024-10-07,176.64
507,2026-05-04,399.68
507,2026-04-08,171.13
507,2026-02-14,87.18
507,2025-10-09,541.0
507,2025-09-03,350.05
507,2025-08-26,205.61
507,2025-07-18,528.97
507,2025-06-09,407.6
507,2025-06-06,523.52
507,2025-06-01,202.1
507,2025-05-16,240.81
507,2025-03-21,229.68
507,2025-03-08,1005.33
507,2025-01-11,689.62
508,2026-02-25,208.81
509,2025-03-01,422.58
509,2025-01-31,194.14
509,2024-11-06,292.21
509,2024-11-01,384.88
509,2024-10-16,113.15
509,2024-10-13,384.48
510,2025-06-05,113.32
510,2025-05-22,208.54
510,2025-05-19,304.01
510,2025-05-08,212.86
510,2025-04-04,163.45
511,2026-04-23,432.33
511,2026-02-22,109.15
511,2026-01-15,98.13
511,2025-09-02,92.52
512,2025-12-14,116.24
512,2025-12-03,107.41
512,2025-10-06,81.43
512,2025-09-24,265.09
512,2025-08-03,169.17
512,2025-03-27,245.23
512,2025-03-14,94.54
513,2026-04-01,267.87
514,2026-04-08,217.13
514,2025-11-04,117.76
515,2026-05-20,927.1
515,2026-04-11,484.32
515,2026-03-12,363.13
515,2026-02-05,248.87
515,2025-10-16,492.17
515,2025-08-25,297.04
515,2025-06-29,1066.57
515,2025-06-22,464.39
515,2025-06-01,217.54
515,2025-02-02,598.53
515,2025-01-07,346.63
515,2024-12-18,801.28
515,2024-10-16,814.66
516,2024-10-13,91.92
516,2024-08-20,159.4
516,2024-07-24,61.7
516,2024-07-11,215.33
516,2024-07-10,79.96
517,2026-03-08,224.84
517,2025-12-02,289.16
518,2025-12-11,190.38
518,2025-11-02,156.39
518,2025-10-16,249.06
519,2026-03-29,189.3
519,2026-02-02,604.42
519,2025-10-25,399.11
519,2025-09-23,541.99
520,2025-08-17,222.24
520,2025-08-13,219.48
520,2025-07-07,160.96
520,2025-04-28,122.27
520,2024-12-10,182.68
520,2024-11-13,281.77
520,2024-10-30,465.7
520,2024-08-31,111.68
521,2025-07-29,50.01
521,2024-09-24,168.0
522,2025-02-06,247.43
522,2024-12-09,281.14
523,2024-09-24,130.67
524,2025-12-26,150.1
524,2025-11-29,421.95
524,2025-10-20,256.36
524,2025-03-06,416.45
524,2024-09-28,115.7
525,2025-07-27,420.76
525,2025-06-08,295.15
525,2025-06-01,181.56
525,2025-03-02,282.72
525,2025-01-22,195.22
526,2026-05-24,324.56
526,2026-05-19,171.39
526,2026-01-23,434.69
527,2026-04-09,132.46
527,2025-05-18,223.94
528,2026-03-31,83.34
528,2025-09-01,333.79
529,2026-05-21,177.27
530,2026-04-23,366.33
530,2026-04-18,131.92
530,2026-03-03,886.84
530,2026-01-28,944.0
530,2025-12-10,505.33
530,2025-11-24,696.2
530,2025-11-16,354.69
530,2025-11-02,495.9
530,2025-10-26,400.16
531,2026-06-15,630.11
531,2026-04-17,57.22
531,2026-03-03,869.58
531,2026-01-19,46.23
531,2025-09-08,327.39
531,2025-08-29,409.24
531,2025-07-29,430.94
531,2025-05-23,345.38
531,2025-04-16,249.66
531,2025-02-18,222.25
531,2024-12-16,280.88
532,2025-06-12,103.85
532,2025-02-19,261.29
532,2025-01-21,73.36
533,2026-03-18,467.44
533,2026-03-07,274.38
533,2026-01-24,157.85
533,2025-12-07,312.94
533,2025-11-12,192.9
534,2026-06-10,103.04
534,2025-06-26,154.08
535,2025-10-22,133.79
535,2025-02-07,359.38
536,2025-12-06,97.46
536,2025-11-29,215.24
536,2025-11-04,100.59
536,2025-09-05,152.61
537,2025-05-29,30.72
537,2025-04-05,285.9
537,2025-03-25,142.58
537,2025-03-11,156.45
537,2025-02-18,230.26
538,2026-05-05,143.44
538,2026-05-04,444.54
538,2026-05-02,128.58
538,2026-05-01,339.41
538,2026-04-29,315.11
538,2026-04-28,361.41
538,2026-04-28,236.02
539,2025-07-30,223.51
539,2025-03-14,254.16
540,2026-01-02,147.21
541,2025-12-12,288.03
542,2026-04-17,320.14
542,2026-03-24,240.76
542,2026-03-11,206.45
542,2026-02-05,246.19
542,2026-02-02,265.48
542,2026-01-29,303.68
542,2025-12-23,210.19
542,2025-12-09,353.55
542,2025-11-28,252.34
543,2025-09-22,133.56
543,2025-08-14,171.86
543,2025-07-23,163.15
543,2025-07-18,183.38
543,2025-07-18,282.62
543,2025-05-17,315.65
543,2025-03-04,222.34
544,2026-04-05,352.37
544,2026-02-01,156.58
544,2026-01-31,235.7
544,2026-01-02,65.93
544,2025-11-21,178.76
544,2025-07-19,454.76
545,2026-05-08,499.47
545,2026-05-07,133.46
545,2026-01-16,255.48
545,2025-11-25,709.43
545,2025-10-23,113.99
545,2025-07-06,330.16
546,2026-06-04,316.71
546,2026-04-12,524.17
546,2025-11-19,353.76
546,2025-06-21,253.98
546,2025-06-11,313.05
546,2025-04-22,479.05
546,2025-03-31,166.13
546,2024-12-12,209.16
547,2026-05-25,915.7
547,2026-04-10,716.34
547,2026-04-05,597.51
547,2026-04-03,303.18
547,2026-02-11,238.23
547,2026-01-28,239.44
547,2026-01-21,544.11
547,2025-12-18,739.27
547,2025-12-04,488.44
547,2025-10-26,384.9
547,2025-10-19,190.07
547,2025-09-28,435.63
547,2025-07-21,183.5
547,2025-07-01,84.73
547,2025-06-11,317.37
547,2025-06-06,415.41
548,2026-04-11,364.67
549,2025-09-30,240.05
550,2025-06-16,252.9
550,2025-05-29,535.58
550,2025-04-15,178.74
551,2026-05-31,595.93
551,2026-03-13,364.32
551,2026-01-19,181.15
551,2025-10-19,346.01
551,2025-10-05,573.19
551,2025-08-22,180.77
551,2025-08-05,350.85
551,2025-06-08,276.87
551,2025-06-07,300.79
552,2025-08-12,282.35
552,2025-06-27,275.96
552,2025-03-19,223.14
552,2024-08-17,388.9
553,2025-10-22,551.06
553,2025-10-21,156.5
553,2025-10-15,201.74
553,2025-10-13,651.32
553,2025-10-13,217.66
554,2025-12-11,418.88
554,2025-10-07,157.81
554,2025-10-04,173.03
554,2025-08-25,521.87
554,2025-05-20,367.05
554,2025-04-13,301.11
555,2026-05-05,323.07
555,2026-04-18,229.81
555,2026-04-13,41.23
555,2025-11-28,64.03
556,2025-06-22,88.84
556,2025-05-02,113.89
556,2025-02-17,195.72
556,2024-07-30,115.03
557,2026-04-12,161.76
557,2026-02-05,209.02
557,2025-12-21,511.84
557,2025-10-14,676.81
557,2025-08-30,405.94
557,2025-05-15,347.34
557,2025-05-07,313.29
557,2025-04-27,552.79
557,2025-03-23,480.78
557,2025-03-18,260.02
557,2025-03-16,337.6
558,2026-03-04,86.19
559,2026-05-18,226.61
559,2026-04-29,209.06
559,2026-01-24,274.65
559,2026-01-05,205.71
559,2025-12-27,132.15
559,2025-12-16,774.63
559,2025-12-11,381.21
559,2025-12-01,191.27
559,2025-11-26,287.14
559,2025-11-24,390.97
559,2025-11-23,295.91
559,2025-10-12,231.33
559,2025-08-12,198.66
559,2025-08-10,299.69
560,2026-05-14,62.78
560,2025-12-15,215.01
560,2025-08-07,183.74
560,2025-03-13,107.01
561,2026-05-19,311.25
561,2026-04-27,324.54
561,2025-08-24,308.5
561,2025-06-26,247.53
561,2024-08-14,103.92
562,2026-05-15,460.83
562,2026-04-01,284.46
562,2026-03-25,143.03
562,2026-01-16,303.53
562,2025-12-10,156.82
562,2025-12-07,346.82
562,2025-11-28,405.85
562,2025-11-01,194.15
562,2025-10-19,336.23
562,2025-09-09,267.72
563,2026-04-17,163.15
563,2026-04-15,314.39
563,2026-04-11,159.85
563,2026-04-07,369.42
563,2026-04-01,162.75
563,2026-03-28,324.36
563,2026-03-25,395.45
563,2026-03-06,312.01
563,2026-03-05,340.92
563,2026-02-24,305.82
563,2026-02-22,223.76
564,2025-10-09,161.03
565,2026-04-08,298.1
565,2026-03-22,344.67
565,2026-03-19,125.94
565,2026-01-14,91.58
565,2025-11-28,112.45
566,2026-06-04,199.65
566,2026-04-27,105.38
566,2026-04-02,457.23
566,2026-01-15,344.54
566,2025-10-22,144.14
566,2025-08-24,444.9
566,2025-06-18,476.42
566,2025-06-18,634.59
566,2024-10-07,247.38
566,2024-09-14,244.51
566,2024-07-23,601.86
566,2024-07-19,273.97
567,2026-02-27,142.83
567,2025-09-23,165.23
567,2025-02-17,275.27
567,2025-02-04,529.77
567,2024-12-04,205.14
567,2024-10-29,111.6
568,2026-03-29,323.6
568,2026-03-15,712.6
568,2026-03-09,496.52
568,2026-03-04,748.5
568,2026-03-01,224.57
568,2026-02-22,115.27
569,2025-11-14,92.49
569,2025-09-29,174.26
569,2025-08-31,208.78
570,2025-07-03,353.34
570,2025-06-26,258.44
570,2025-05-15,183.79
570,2025-04-15,511.48
571,2026-04-02,391.93
571,2026-02-18,806.05
571,2025-08-25,457.12
571,2025-03-28,397.94
571,2025-02-02,94.43
571,2024-12-13,609.2
571,2024-11-06,410.5
571,2024-10-22,446.82
572,2026-04-16,267.79
572,2026-03-31,398.74
572,2025-12-04,356.96
572,2025-11-03,252.85
572,2025-10-15,270.29
572,2025-10-01,289.77
573,2025-12-03,90.67
573,2025-07-19,216.54
573,2025-05-28,549.28
573,2024-12-02,212.32
573,2024-11-24,192.37
573,2024-08-31,297.01
574,2026-03-16,316.83
574,2026-03-16,220.81
574,2026-03-11,172.14
574,2026-03-10,178.62
574,2026-03-08,422.77
574,2026-03-08,688.56
575,2026-05-29,655.33
575,2026-05-28,422.49
575,2026-05-13,965.33
575,2026-05-04,689.56
575,2026-04-12,289.95
575,2026-02-23,458.71
575,2026-02-10,683.05
575,2026-01-29,286.94
575,2025-12-09,307.34
575,2025-12-03,204.82
575,2025-08-20,1092.84
575,2025-07-21,298.88
576,2025-11-04,296.52
576,2025-08-29,172.96
576,2025-07-24,325.54
577,2026-01-26,117.34
577,2025-06-27,92.14
577,2025-06-15,125.93
577,2025-05-01,254.22
577,2025-01-15,219.22
578,2025-12-04,162.44
578,2025-10-13,469.85
579,2026-01-12,286.83
579,2026-01-06,230.11
579,2025-11-17,243.41
579,2025-06-27,198.05
579,2025-05-25,339.31
580,2026-03-21,758.74
580,2025-12-31,154.3
580,2025-10-29,231.43
580,2025-09-24,159.38
580,2025-05-25,487.91
580,2025-05-19,141.09
580,2025-05-01,103.08
580,2025-03-31,326.14
580,2024-12-02,269.63
581,2026-05-22,371.11
581,2026-02-01,547.89
581,2025-09-15,505.03
581,2025-07-05,468.56
581,2025-07-01,259.15
581,2025-04-26,307.22
581,2025-03-24,203.99
581,2025-03-20,323.76
581,2024-12-07,172.97
581,2024-08-01,215.06
582,2025-04-08,252.03
582,2025-03-08,181.3
582,2025-02-21,309.89
583,2026-01-18,278.03
583,2026-01-08,353.29
584,2025-04-21,140.71
584,2025-04-15,100.06
584,2025-04-12,114.4
584,2025-03-26,356.01
584,2025-03-26,48.04
584,2025-03-25,143.91
585,2026-05-22,200.38
586,2026-05-29,794.89
586,2026-05-29,799.71
586,2026-05-29,569.55
586,2026-05-29,176.1
586,2026-05-27,174.81
586,2026-05-26,127.88
586,2026-05-26,144.17
586,2026-05-25,598.23
586,2026-05-25,638.83
586,2026-05-24,446.71
586,2026-05-24,204.93
586,2026-05-23,432.88
586,2026-05-23,555.31
587,2026-05-25,263.96
587,2025-12-03,116.02
588,2025-07-29,89.66
